index,title,date,nyt_firstPublished,nyt_byline,nyt_headline,nyt_summary,nyt_url,isTheaterReview,nyt_openDate,nyt_startDate,nyt_stopDate,nyt_cast,nyt_creators,nyt_name,nyt_venue
1631,Debbie Does Dallas,2002-10-29,2002-10-30,By Bruce Weber,THEATER REVIEW; Cheerleaders Put the Fun in Fund-Raising,"Bruce Weber reviews musical Debbie Does Dallas, adapted and directed by Erica Schmidt, composed by Andrew Sherman and conceived by Susan L Schwartz; photos (M)",https://www.nytimes.com/2002/10/30/theater/theater-review-cheerleaders-put-the-fun-in-fund-raising.html,true,,,,,,,
3777,Dedication or The Stuff of Dreams,2005-08-18,2005-08-19,By Ben Brantley,"She Hates the Theater, but She Steals the Show","Ben Brantley reviews Primary Stages production of Terrence McNally play Dedication or The Stuff of Dreams, directed by Michael Morris; Nathan Lane and Marian Seldes star; photos (M)",https://www.nytimes.com/2005/08/19/theater/reviews/she-hates-the-theater-but-she-steals-the-show.html,true,,,,,,,
4494,Defender of the Faith,2007-03-08,2007-03-10,By Neil Genzlinger,Terrorists Down on the Farm,It seems odd somehow to complain that a play isn’t grim enough. But that is the overall impression left by “Defender of the Faith.”,https://www.nytimes.com/2007/03/10/theater/reviews/10defe.html,true,2007-03-08,2007-03-01,2007-04-29,"Starring Matt Ball, Marc Aden Gray, Luke Kirby, David Lansbury, Anto Nolan and Peter Rogan",,Defender of the Faith,Irish Repertory Theater
6708,A Christmas Carol,2018-11-25,1994-12-02,By David Richards,"THEATER REVIEW: A CHRISTMAS CAROL; A Famous Miser, Tiny Tim And a Tap-Dancing Chorus",,https://www.nytimes.com/1994/12/02/theater/theater-review-christmas-carol-famous-miser-tiny-tim-tap-dancing-chorus.html,true,,,,,,,
6895,A Christmas Carol,2019-12-01,1994-12-02,By David Richards,"THEATER REVIEW: A CHRISTMAS CAROL; A Famous Miser, Tiny Tim And a Tap-Dancing Chorus",,https://www.nytimes.com/1994/12/02/theater/theater-review-christmas-carol-famous-miser-tiny-tim-tap-dancing-chorus.html,true,,,,,,,
5509,A Civil War Christmas,2012-12-04,2012-12-05,By Charles Isherwood,Lincolns in Wartime Hope for a Midnight Clear,"“A Civil War Christmas,” by Paula Vogel, sets history as a backdrop to human dramas.",https://www.nytimes.com/2012/12/05/theater/reviews/a-civil-war-christmas-by-paula-vogel-set-at-white-house.html,true,2012-12-04,2012-11-13,2012-12-30,"Starring De'adre Aziza, Sumaya Bouhbal, K. Todd Freeman, Chris Henry, Rachel Spencer Hewitt, Antwayn Hopper, Jonathan-David, Karen Kandel, Sean Allan Krill, Alice Ripley and Bob Stillman","Written by Paula Vogel, directed by Tina Landau",A Civil War Christmas,New York Theater Workshop
6198,A Class Act,2016-07-25,2001-03-12,By Bruce Weber,"THEATER REVIEW; What a Songwriter Couldn't Do in Life, Friends Have Done","Bruce Weber reviews A Class Act, musical based on songs of late Edward Kleban; photo (M)",https://www.nytimes.com/2001/03/12/theater/theater-review-what-a-songwriter-couldn-t-do-in-life-friends-have-done.html,true,,,,,,,
6413,A Clockwork Orange,2017-09-25,2017-09-29,By Alexis Soloski,"Review: In ‘Clockwork Orange,’ the Future is Dark and Very Fit",This adaptation of Anthony Burgess’s word-drunk fantasy is notable less for its violent themes than for its often-shirtless cast.,https://www.nytimes.com/2017/09/29/theater/review-clockwork-orange-new-world-stages.html,true,2017-09-25,2017-09-02,2017-12-02,"Jonno Davies, Matt Doyle, Sean Patrick Higgins, Brian Lee Huynh, Timothy Sekk, Aleksander Varadian, Ashley Robinson, Jimmy Brooks, Misha Osherovich and Jordan Bondurant",Written by Anthony Burgess; Directed by Alexandra Spencer-Jones,A Clockwork Orange,New World Stages
6974,A Commercial Jingle for Regina Comet,2021-09-17,2021-09-28,By Elisabeth Vincentelli,Review: ‘A Commercial Jingle for Regina Comet’ Is Missing a Few Notes,"In this new musical, a singer’s future hangs on one song, but entrusting it to an inexperienced songwriting team is not, perhaps, the shrewdest choice.",https://www.nytimes.com/2021/09/27/theater/a-commercial-jingle-for-regina-comet-review.html,true,2021-09-27,2021-09-17,2021-11-14,"Bryonha Marie Parham, Ben Frankhauser, Alex Wyse","Book, music, and lyrics by Alex Wyse & Ben Frankhauser; directed by Marshall Pailet",A Commercial Jingle for Regina Comet,DR2 Theater
5006,A Cool Dip in the Barren Saharan Crick,2010-03-28,2010-03-29,By Charles Isherwood,"The Force of Water, the Power of Words","If words were water, the drought problems so lengthily discussed in the new play by Kia Corthron would evaporate pretty quickly.",https://www.nytimes.com/2010/03/29/theater/reviews/29cool.html,true,2010-03-28,2010-03-04,2010-04-11,"Starring Keith Eric Chappelle, William Jackson Harper, Joshua King, Kiann",,A Cool Dip in the Barren Saharan Crick,Playwrights Horizons
4739,A Dangerous Personality,2008-06-11,2004-06-30,By D. J. R. Bruckner,THEATER IN REVIEW; A Holocaust Survivor With an Ambiguous Past,D J R Bruckner reviews production of Jeffrey Sweet play The Action Against Sol Schumann; photo (M),https://www.nytimes.com/2004/06/30/theater/theater-in-review-a-holocaust-survivor-with-an-ambiguous-past.html,true,,,,,,,
5822,A Fable,2014-05-21,1994-09-09,By D. J. R. Bruckner,THEATER REVIEW; A Strindberg Fable With Puppets,,https://www.nytimes.com/1994/09/09/theater/theater-review-a-strindberg-fable-with-puppets.html,true,,,,,,,
4576,A Feminine Ending,2007-10-17,2007-10-18,By Charles Isherwood,Torn Between Two Loves: The Oboe and the ‘Hot Mess’,No amount of actorly nuance could paper over the shortcuts and disjunctions of Sarah Treem’s new play.,https://www.nytimes.com/2007/10/18/theater/reviews/18femi.html,true,,,,,,,
4304,A Fine & Private Place,2006-04-27,2006-05-03,By Neil Genzlinger,The Dead Find Love in 'A Fine & Private Place'," St. Peter's Theater  Citigroup Center  Lexington Avenue and 54th Street  (212) 868-4444  Through May 21       ''Lestat'' on Broadway is getting the attention, but the living dead are singing off Broadway as well, in ''A Fine & Private Place,'' a musical set in a Bronx cemetery that isn't named Woodlawn but might as well be. It's a modest story of love both before the grave and beyond it, so modest that it really needs a few sterling songs to make it stick in the mind. But, alas, it gets only one.  ",https://www.nytimes.com/2006/05/03/theater/reviews/the-dead-find-love-in-a-fine-private-place39.html,true,,,,,,,
5997,A Funny Thing Happened on the Way to the Gynecologic Oncology Unit at Memorial Sloan-Kettering Cancer Center of New York City,2016-06-07,2016-06-08,By Ben Brantley,Review: ‘A Funny Thing Happened on the Way to the Gynecologic Oncology Unit’ Blends Rage With Gallows Humor,This play depicts the scabrous wit of a woman and a man who get to know each other when their cancer-afflicted mothers share a hospital room.,https://www.nytimes.com/2016/06/08/theater/review-a-funny-thing-happened-on-the-way-to-the-gynecologic-oncology-unit-blends-rage-with-gallows-humor.html,true,2016-06-07,2016-05-19,2016-07-03,"Featuring Beth Behrs, Lisa Emery, Jacqueline Sydney",Written by Halley Feiffer; Directed by Trip Cullman,A Funny Thing Happened on the Way to the Gynecologic Oncology Unit at Memorial Sloan-Kettering Cancer Center of New York City,Lucille Lortel Theater
4349,A Jew Grows in Brooklyn,2006-06-07,2006-10-25,By Anita Gates,A Sprightly Schlep Down Memory Lane,Anita Gates reviews Jake Ehrenreich one-man show A Jew Grows in Brooklyn; photo (M),https://www.nytimes.com/2006/10/25/theater/reviews/a-sprightly-schlep-down-memory-lane.html,true,,,,,,,
4378,A Jew Grows in Brooklyn,2006-10-11,2006-10-25,By Anita Gates,A Sprightly Schlep Down Memory Lane,Anita Gates reviews Jake Ehrenreich one-man show A Jew Grows in Brooklyn; photo (M),https://www.nytimes.com/2006/10/25/theater/reviews/a-sprightly-schlep-down-memory-lane.html,true,,,,,,,
5547,A Kid Like Jake,2013-06-17,2013-06-18,By Charles Isherwood,A Boy’s Love of Cinderella,"In Daniel Pearle’s new drama, “A Kid Like Jake,” two parents fret over getting their preschooler into private school and whether his fascination with princesses means that he may be gay.",https://www.nytimes.com/2013/06/18/theater/reviews/in-a-kid-like-jake-the-title-character-worries-his-mother.html,true,2013-06-17,2013-06-02,2013-07-14,"Starring Caroline Aaron, Michelle Beck, Peter Grosz and Carla Gugino","Written by Daniel Pearle, directed by Evan Cabnet",A Kid Like Jake,Lincoln Center - Claire Tow Theater
2106,A Last Dance for Sybil,2002-12-03,2002-12-14,By Anita Gates,IN PERFORMANCE: THEATER; A Tale of African Oil And Those Who Want It,Anita Gates reviews play A Last Dance for Sybil by Ossie Davis at Theater at St Clements; Ruby Dee stars in production directed by Edward G Smith; photo (M),https://www.nytimes.com/2002/12/14/theater/in-performance-theater-a-tale-of-african-oil-and-those-who-want-it.html,true,,,,,,,
6495,A Letter To Harvey Milk,2018-03-06,2012-07-27,By Rachel Saltz,"Bittersweet Tales, Told in a Yiddish Accent","“A Letter to Harvey Milk,” part of the New York Musical Theater Festival, is a sentimental look at Jewishness and gayness.",https://www.nytimes.com/2012/07/28/theater/reviews/a-letter-to-harvey-milk-at-pershing-square-signature-center.html,true,2012-07-23,2012-07-23,2012-07-28,"Starring Michael Bartoli, Sarah Corey, Jeff Keller, Leslie Kritzer, Michael Padgett, Ravi Roth and Cheryl Stern","Book by Jerry James, based on a book by Leslea Newman, Music by Laura l. Kramer, Lyrics by Ellen M. Schwartz, Choreographed by Michael Raine, Directed by David Schechter",A Letter to Harvey Milk,Pershing Square Signature Center
4996,A Lie of the Mind,2010-02-18,1985-12-06,By Frank Rich,"THEATER: 'A LIE OF THE MIND,' BY SAM SHEPARD",,https://www.nytimes.com/1985/12/06/theater/theater-a-lie-of-the-mind-by-sam-shepard.html,true,,,,,,,
6178,A Life,2016-10-24,2005-09-26,By Charles Isherwood,"On Life Support, a Spirit in Motion","Charles Isherwood reviews play Fran's Bed, written and directed by James Lapine, starring Mia Farrow; photo (M)",https://www.nytimes.com/2005/09/26/theater/reviews/on-life-support-a-spirit-in-motion.html,true,,,,,,,
4898,A Lifetime Burning,2009-08-11,2009-08-11,By Charles Isherwood,A Memoir So Compelling It Just Has to Be Phony,Cusi Cram takes inspiration from the embellished memoir in her unwieldy if intermittently amusing new play.,https://www.nytimes.com/2009/08/12/theater/reviews/12lifetime.html,true,2009-08-11,2009-07-28,2009-09-05,"Starring Raul Castillo, Isabel Keating, Christina Kirk and Jennifer Westfeldt",,A Lifetime Burning,59E59 Theaters
5847,A Little Princess,2014-05-22,1997-02-19,By Lawrence Van Gelder,Theater in Review,Lawrence Van Gelder reviews play Dreamstuff at Samuel Beckett Theater (S),https://www.nytimes.com/1997/02/19/theater/theater-in-review-701203.html,true,,,,,,,
6658,A Lovely Sunday for Creve Coeur,1979-01-21,1999-02-08,By Wilborn Hampton,THEATER REVIEW; A Late Williams Vision of Heartbreak,"Wilborn Hampton reviews revival of Tennessee Williams play, A Lovely Sunday for Creve Coeur, directed by Amy Wright, presented by Chain Lightning Theater; photo (M)",https://www.nytimes.com/1999/02/08/theater/theater-review-a-late-williams-vision-of-heartbreak.html,true,,,,,,,
6649,A Lovely Sunday for Creve Coeur,2018-09-23,1999-02-08,By Wilborn Hampton,THEATER REVIEW; A Late Williams Vision of Heartbreak,"Wilborn Hampton reviews revival of Tennessee Williams play, A Lovely Sunday for Creve Coeur, directed by Amy Wright, presented by Chain Lightning Theater; photo (M)",https://www.nytimes.com/1999/02/08/theater/theater-review-a-late-williams-vision-of-heartbreak.html,true,,,,,,,
1480,A Man of No Importance,2002-10-10,1990-03-18,By Wilborn Hampton,Review/Theater;   'The Importance of Being Earnest',,https://www.nytimes.com/1990/03/18/theater/review-theater-the-importance-of-being-earnest.html,true,,,,,,,
5704,A Man's A Man,2014-01-30,2004-12-11,By Neil Genzlinger,A Spirited Struggle of Man and Puppet,"Neil Genzlinger reviews Loco 7 production of puppet-dance work Bokan, the Bad Hearted, puppet-dance work by Frederico Restrepo; photo (M)",https://www.nytimes.com/2004/12/11/theater/reviews/a-spirited-struggle-of-man-and-puppet.html,true,,,,,,,
5378,A Midsummer Night's Dream,2012-04-29,2016-07-05,By Laura Collins-Hughes,Review: ‘A Midsummer Night’s Dream’ for a Nimble Audience,"In this outdoor production of a Shakespeare classic, audience members follow the actors around through the park.",https://www.nytimes.com/2016/07/06/theater/review-a-midsummer-nights-dream-for-a-nimble-audience.html,true,2016-07-07,2016-07-07,2016-07-23,"Warren Jackson, Serena Miller, Drew Vallins, Jordan Feltner, Zander Meisner, Zoe Anastassiou, Israel Hillary, Michael Bernstein, Jessica Kreuger, Shelby Wong, Stephanie Spector, Andrew Bryce, Israel Hillary, Eddie Shields, Brad Frost, Kathleen Simmonds, Mary Linehan, Jordan Feltner, Jarrod Bates, Javan Zapata, Andrew Bryce, TJ Wagner, Dallin Halls, Michaela Lind, Catherina Nonis and Kristiana Jarquin Moreland",Written by William Shakespeare; Directed by Kathy Curtiss,A Midsummer Night's Dream,Shakespeare in the Parking Lot
5953,A Midsummer Night's Dream,2015-06-11,2016-07-05,By Laura Collins-Hughes,Review: ‘A Midsummer Night’s Dream’ for a Nimble Audience,"In this outdoor production of a Shakespeare classic, audience members follow the actors around through the park.",https://www.nytimes.com/2016/07/06/theater/review-a-midsummer-nights-dream-for-a-nimble-audience.html,true,2016-07-07,2016-07-07,2016-07-23,"Warren Jackson, Serena Miller, Drew Vallins, Jordan Feltner, Zander Meisner, Zoe Anastassiou, Israel Hillary, Michael Bernstein, Jessica Kreuger, Shelby Wong, Stephanie Spector, Andrew Bryce, Israel Hillary, Eddie Shields, Brad Frost, Kathleen Simmonds, Mary Linehan, Jordan Feltner, Jarrod Bates, Javan Zapata, Andrew Bryce, TJ Wagner, Dallin Halls, Michaela Lind, Catherina Nonis and Kristiana Jarquin Moreland",Written by William Shakespeare; Directed by Kathy Curtiss,A Midsummer Night's Dream,Shakespeare in the Parking Lot
6333,A Midsummer Night's Dream,2017-07-31,2016-07-05,By Laura Collins-Hughes,Review: ‘A Midsummer Night’s Dream’ for a Nimble Audience,"In this outdoor production of a Shakespeare classic, audience members follow the actors around through the park.",https://www.nytimes.com/2016/07/06/theater/review-a-midsummer-nights-dream-for-a-nimble-audience.html,true,2016-07-07,2016-07-07,2016-07-23,"Warren Jackson, Serena Miller, Drew Vallins, Jordan Feltner, Zander Meisner, Zoe Anastassiou, Israel Hillary, Michael Bernstein, Jessica Kreuger, Shelby Wong, Stephanie Spector, Andrew Bryce, Israel Hillary, Eddie Shields, Brad Frost, Kathleen Simmonds, Mary Linehan, Jordan Feltner, Jarrod Bates, Javan Zapata, Andrew Bryce, TJ Wagner, Dallin Halls, Michaela Lind, Catherina Nonis and Kristiana Jarquin Moreland",Written by William Shakespeare; Directed by Kathy Curtiss,A Midsummer Night's Dream,Shakespeare in the Parking Lot
5040,A Minister's Wife,2011-05-08,2011-05-09,By Charles Isherwood,Three Hearts Butt Heads in One Marriage,"Small stirrings of the heart and mind evoke delicate musical responses in “A Minister’s Wife,” a chamber musical based on “Candida,” George Bernard Shaw’s comedy about the mysteries of marital love.",https://www.nytimes.com/2011/05/09/theater/reviews/a-ministers-wife-at-mitzi-e-newhouse-theater-review.html,true,2011-05-08,2011-04-07,2011-06-12,"Liz Baltes as Prossy, Kate Fry as Candida, Drew Gehling as Lexy, Marc Kudisch as Morell and Bobby Steggert as Marchbanks",,A Minister's Wife,Lincoln Center - Mitzi E. Newhouse Theater
5873,A Month in the Country,2015-01-29,1993-05-27,By Stephen Holden,Review/Theater; Old-Country Spirits Sowing Confusion,,https://www.nytimes.com/1993/05/27/theater/review-theater-old-country-spirits-sowing-confusion.html,true,,,,,,,
5368,A Moon for the Misbegotten,2012-03-28,2015-08-09,By Ben Brantley,"Review: In ‘A Moon for the Misbegotten,’ Audra McDonald Is Front and Center",This revival of Eugene O’Neill’s play centers on people who assume false roles that allow them to function in their daily lives.,https://www.nytimes.com/2015/08/10/theater/review-in-a-moon-for-the-misbegotten-audra-mcdonald-is-front-and-center.html,true,,,,,,,
4888,A More Perfect Union,2009-05-12,2015-08-07,By Ben Brantley,"Review: ‘Hamilton,’ Young Rebels Changing History and Theater","In its move to Broadway, the show about America’s founding fathers is proof that the musical is not only surviving but evolving in ways that should allow it to thrive.",https://www.nytimes.com/2015/08/07/theater/review-hamilton-young-rebels-changing-history-and-theater.html,true,2015-08-06,2015-07-13,2022-02-20,"Miguel Cervantes, Krystal Joy Brown, Mandy Gonzalez, Tamar Greene, Jin Ha, James Monroe Iglehart, Euan Morton, Fergie L. Philippe, Aubin Wise, Daniel Yearwood, Amber Ardolino, Giuseppe Bausilio, Lauren Boyd, Amanda Braun, Erin Elizabeth Clemons, Marc delaCruz, Alexander Ferguson, Jennifer Geller, Christina Glur, Shonica Gooden, Deon'te Goodman, David Guzman, Jennie Harney-Fleming, Thayne Jasperson, Roddy Kennedy, Malik Shabazz Kitchen, Eddy Lee, Johanna Moise, Justice Moore, Preston Mui and more","Written by Lin-Manuel Miranda; Inspired by the book ""Alexander Hamilton"" by Ron Chernow; Choreography by Andy Blankenbuehler; Directed by Thomas Kail",Hamilton,Richard Rodgers Theater
4047,"A Mother, A Daughter, and A Gun",2005-11-01,2005-11-02,By Charles Isherwood,"The Daughter Is Going Mad, So the Mom Makes It Worse","Charles Isherwood reviews Barra Grant play A Mother, a Daughter and a Gun, directed by Jonathan Lynn; Olympia Dukakis and Veanne Cox star; photo (M)",https://www.nytimes.com/2005/11/02/theater/reviews/the-daughter-is-going-mad-so-the-mom-makes-it-worse.html,true,,,,,,,
3491,A Number,2004-12-07,2005-09-27,By Jason Zinoman,"A Still Midlife, With Crisis","Jason Zinoman reviews Christopher Kyle play Safety Net, directed by Martha Banta; Jason Pugatch, Eva Kaminsky and Tinashe Kajese star; photo (M)",https://www.nytimes.com/2005/09/27/theater/reviews/a-still-midlife-with-crisis.html,true,,,,,,,
6378,A Parallelogram,2017-08-02,2017-08-03,By Jesse Green,"Review: Self, Meet Your Future, in ‘A Parallelogram’","If you knew what your life would hold, would you try to change it? And could you succeed? Bruce Norris’s new play answers, “Maybe” and “Not much.”",https://www.nytimes.com/2017/08/02/theater/a-parallelogram-review-bruce-norris.html,true,2017-07-11,2017-07-11,2017-08-20,"Juan Castano, Anita Gillette, Celia Keenan-Bolger and Stephen Kunken",Written by Bruce Norris; Directed by Michael Greif,A Parallelogram,Tony Kiser Theater at Second Stage Theater
5912,A Particle of Dread (Oedipus Variations),2014-11-23,2014-11-24,By Ben Brantley,Call Out the Patricide Squad ,"“A Particle of Dread (Oedipus Variations),” the new play by Sam Shepard, opened on Sunday night at the Pershing Square Signature Center.",https://www.nytimes.com/2014/11/24/theater/a-particle-of-dread-sam-shepards-take-on-oedipus.html,true,,,,,,,
5194,A Perfect Future,2011-02-17,2011-02-22,By David Rooney,Racism Comes to Dinner and Everything Is Flambé,"In David Hay’s play “A Perfect Future,” a racial slur sets off a social conflagration at a dinner of supposedly civilized people.",https://www.nytimes.com/2011/02/23/theater/reviews/23perfect.html,true,2011-02-17,2011-02-04,2011-03-06,,,A Perfect Future,Cherry Lane Theater
3748,A Picasso,2005-04-19,2001-10-17,By Anita Gates,"THEATER REVIEW; From Picasso, Playwright: Hues of Innocence and War","Anita Gates reviews Pablo Picasso play The Four Little Girls, presented by Clemente Soto Velez Cultural Center, Flamboyan Theater (S)",https://www.nytimes.com/2001/10/17/theater/theater-review-from-picasso-playwright-hues-of-innocence-and-war.html,true,,,,,,,
5606,A Picture of Autumn,2013-06-10,2013-06-11,By Catherine Rampell,Letting Go Is Hard to Do When It’s the Old Manse,"In the Mint Theater’s revival of “A Picture of Autumn,” N. C. Hunter’s 1951 play, a family struggles with elderly parents who cling to their crumbling mansion.",https://www.nytimes.com/2013/06/12/theater/reviews/a-picture-of-autumn-at-the-mint-theater.html,true,2013-06-10,2013-05-23,2013-07-27,"Starring Helen Cespedes, Barbara Eda-Young, Katie Firth, Jonathan Hogan, George Morfogen, Paul Niebanck, Kraig Swartz, Jill Tanner and Christian Coulson","Written by N.C. Hunter, directed by Gus Kaikkonen",A Picture of Autumn,Mint Theater
6006,A Queen for a Day,2015-05-03,2015-05-12,By Anita Gates,Review: ‘A Queen for a Day’ Excavates Crime Family Secrets,"The playwright, who is also a lawyer, delivers an informed script in this one-act drama about a crime family and a prosecutor’s efforts to make a deal.",https://www.nytimes.com/2015/05/13/theater/review-a-queen-for-a-day-excavates-crime-family-secrets.html,true,2015-05-03,2015-04-14,2015-07-26,"David Deblinger, Vincent Pastore, Portia and David Proval",Written by Michael Ricigliano Jr.; Directed by John Gould Rubin,A Queen for a Day,Theater at St. Clement's
5793,A Second Chance,2014-03-30,1994-09-12,By David Richards,THEATER REVIEW; A Second Chance for a Love That Barely Was,,https://www.nytimes.com/1994/09/12/theater/theater-review-a-second-chance-for-a-love-that-barely-was.html,true,,,,,,,
3496,A Second Hand Memory,2004-11-22,2006-10-25,By Anita Gates,A Sprightly Schlep Down Memory Lane,Anita Gates reviews Jake Ehrenreich one-man show A Jew Grows in Brooklyn; photo (M),https://www.nytimes.com/2006/10/25/theater/reviews/a-sprightly-schlep-down-memory-lane.html,true,,,,,,,
6971,A Sherlock Carol,2021-11-22,2021-12-01,By Laura Collins-Hughes,‘A Sherlock Carol’ Review: Crime-Solving on Christmas Eve,"Mark Shanahan remixes Arthur Conan Doyle and Charles Dickens into a clever, crowd-pleasing holiday comedy that happens also to be a murder mystery.",https://www.nytimes.com/2021/12/01/theater/a-sherlock-carol-review.html,true,2021-11-22,2021-11-11,2022-01-02,"Drew McVety, Thom Sesma, Dan Domingues, Anissa Felix, Isabel Keating, Mark Prince, Joe Delafield, Alexandra Kopko, Brandon St. Cyr",Written and directed by Mark Shanahan,A Sherlock Carol,New World Stages
6909,A Sign of the Times,2020-02-27,1998-08-29,By Anita Gates,"THEATER REVIEW; In Resistance to the Nazis, Resonance With the Ancients","Anita Gates reviews Antigone Through Time, play based on concept created by Gloria Maddox, directed by Richard S Bach and presented by Madwoman of the Woods Productions at Connelly Theater; photo (M)",https://www.nytimes.com/1998/08/29/theater/theater-review-in-resistance-to-the-nazis-resonance-with-the-ancients.html,true,,,,,,,
5166,A Small Fire,2011-01-06,2004-11-30,By Neil Genzlinger,"Only the Fire Was Real, but the Cast Is Credible","Neil Genzlinger reviews Robyn Burland play Piecework, directed by George Ferencz; photo (M)",https://www.nytimes.com/2004/11/30/theater/reviews/only-the-fire-was-real-but-the-cast-is-credible.html,true,,,,,,,
4013,A Soldier's Play,2005-10-17,2005-04-13,By Andrea Stevens,Of Soldiers and Hallucinations,"Andrea Stevens reviews Axis Company production of Not Yet Diagnosed (Nervous) 1918, conceived, written and produced by company and directed by Randy Sharp; photo (S)",https://www.nytimes.com/2005/04/13/theater/reviews/of-soldiers-and-hallucinations.html,true,,,,,,,
4427,A Spanish Play,2007-02-01,2007-02-02,By Charles Isherwood,"Actors Playing Actors Playing Characters, Some of Them Actors",The gap between the illustriousness of an ensemble and the appeal of the play being performed can rarely have yawned as widely as it does in Yasmina Reza’s ponderous trifle.,https://www.nytimes.com/2007/02/02/theater/reviews/02span.html,true,2007-02-01,2007-01-10,2007-03-04,"Starring Zoe Caldwell, Katherine Borowitz, Linda Emond, Denis O'Hare and Larry Pine",,A Spanish Play,East 13th Street Theater
4364,A Stone Carver,2006-07-27,2006-08-02,By Andrea Stevens,"In A Stone Carver, a Father Fights Omnivorous Progress","You know how cartoon Italian immigrants speak, with those A's at the ends of their words. And how they communicate, especially onstage and in film, with shouts. Unless they're delivering badda-bings: ''You make wine from scratch?''     ''No, from grape.''  ",https://www.nytimes.com/2006/08/02/theater/reviews/in-a-stone-carver-a-father-fights-omnivorous-progress.html,true,,,,,,,
4218,Defiance,2006-02-28,2001-03-10,By D. J. R. Bruckner,"THEATER REVIEW; Into a Trance, to Relive Wartime Defiance","D J R Bruckner reviews play Resistance, Living Theater collective creation, with text by Hanon Reznikov, directed by Judith Malina (M)",https://www.nytimes.com/2001/03/10/theater/theater-review-into-a-trance-to-relive-wartime-defiance.html,true,,,,,,,
5115,Den of Thieves,2010-08-19,2010-08-25,By Jason Zinoman,"Imperfect Crime, Indelicate Outcome","In a revival of Stephen Adly Guirgis’s dark comedy “Den of Thieves,” stealing from mobsters leads to its own moral dilemma.",https://www.nytimes.com/2010/08/26/theater/reviews/26den.html,true,2010-08-19,2010-08-19,2010-08-29,"Ralph John &quot;RJ&quot; Lucci as Little Tuna, Peter Carlaftes as Big Tuna, Michelle Cox as Boochie, Wesley Curtis as Pauli, Giovanni Rho as Sal, Julia Sun as Maggie and Chris Triana as Flaco",,Den of Thieves,American Theater of Actors (ATA)
6336,Derren Brown: Secret,2017-05-16,2019-09-16,By Ben Brantley,Review: Being Brainwashed Into Joy by Derren Brown,"This one-mentalist show, in which Mr. Brown peers into the minds of his audience, offers exhilaration and comfort to New York City’s head cases.",https://www.nytimes.com/2019/09/15/theater/derren-brown-secret-review.html,true,2019-09-15,2019-09-06,2020-01-04,Derren Brown,"Written by Derren Brown, Andy Nyman and Andrew O'Connor; Directed by Andy Nyman and Andrew O'Connor",Derren Brown: Secret,Cort Theater
6369,Describe the Night,2017-12-05,2017-12-06,By Jesse Green,"Review: Real Russians, Fake News and Sad Soup","Rajiv Joseph’s new play jams 90 years of lies, fantasies, propaganda and conspiracy into just under three hours. Also: the worst soup ever.",https://www.nytimes.com/2017/12/05/theater/review-describe-the-night-rajiv-joseph.html,true,2017-12-05,2017-11-10,2017-12-24,"Tina Benko, Nadia Bowers, Danny Burstein, Zach Grenier, Rebecca Naomi Jones, Max Gordon Moore and Stephen Stocking",Written by Rajiv Joseph; Directed by Giovanna Sardelli,Describe the Night,Atlantic Theater Company at the Linda Gross Theater
6041,Desire,2015-09-10,1999-07-01,By Peter Marks,"THEATER REVIEW; In the Void of the Damned, a Desire to Hold On","Peter Marks reviews Worth Street Theater Company production of Tennessee Williams play Small Craft Warnings, directed by Jeff Cohen; photo (M)",https://www.nytimes.com/1999/07/01/theater/theater-review-in-the-void-of-the-damned-a-desire-to-hold-on.html,true,,,,,,,
6445,Desperate Measures,2017-10-01,2017-06-26,By Jesse Green,"Review: In ‘Measure for Measure,’ Desperately Seeking Solutions in a Problem Play",Thrilling argument and a strong American debut make a sometime-strange play soar despite some silliness at Theater for a New Audience.,https://www.nytimes.com/2017/06/25/theater/measure-for-measure-review.html,true,2017-06-25,2017-06-17,2017-07-16,"Jonathan Cake, Cara Ricketts, Thomas Jay Ryan",Written by William Shakespeare; Directed by Simon Godwin,Measure for Measure,Polonsky Shakespeare Center
5228,Desperate Writers,2011-06-06,1991-07-13,By Stephen Holden,Review/Theater; Hammett and Hellman And Desperate Intruder,,https://www.nytimes.com/1991/07/13/theater/review-theater-hammett-and-hellman-and-desperate-intruder.html,true,,,,,,,
3693,Dessa Rose,2005-03-21,2005-03-22,By Charles Isherwood,Worlds Apart in the Deep South but Forming a Bond,"Charles Isherwood reviews musical Dessa Rose, book and lyrics by Lynn Ahrens, music by Stephen Flaherty, directed by Graciela Daniele; based on novel by Sherley Anne Williams; LaChanze and Rachel York star; photo (M)",https://www.nytimes.com/2005/03/22/theater/reviews/worlds-apart-in-the-deep-south-but-forming-a-bond.html,true,,,,,,,
5411,Detroit,2012-09-18,1996-04-23,By Lawrence Van Gelder,Theater in Review,,https://www.nytimes.com/1996/04/23/theater/theater-in-review-095613.html,true,,,,,,,
5531,Detroit '67,2013-03-12,2013-03-13,By Charles Isherwood,"Down in the Basement, Family Tensions Stir","Dominique Morisseau’s “Detroit ’67,” at the Public Theater, sets its story of a fraying relationship between an adult brother and sister in a vividly specific place.",https://www.nytimes.com/2013/03/13/theater/reviews/detroit-67-at-the-public-theater.html,true,2013-02-26,2013-02-26,2013-03-17,,"Written by Dominique Morisseau, Directed by Kwame Kwei-Armah",Detroit '67,Public Theater - Shiva Theater
